"rdf:about","dcterms:issued","dcterms:modified","rdfs:label","rdfs:comment","dcterms:description","skos:prefLabel","rdfs:isDefinedBy","rdf:type","rdfs:subPropertyOf","dwcattributes:status","dwcattributes:abcdEquivalence","dwcattributes:organizedInClass","dwcattributes:decision","dcterms:replaces","dcterms:replaces1","dcterms:replaces2"
"http://rs.tdwg.org/dwc/terms/EventAttributeRemarks-2008-11-19","2008-11-19","2008-11-19","EventAttributeRemarks","Comments or notes accompanying the measurement or characteristic of the sampling event.","Example: ""temperature taken at 15:00""","Event Attribute Remarks","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/EventAttribute",,,,
"http://rs.tdwg.org/dwc/terms/eventAttributes-2009-04-24","2008-11-19","2009-04-24","eventAttributes","A list (concatenated and separated) of additional measurements or characteristics of the Event.","Example: ""Relative humidity: 28 %; Temperature: 22 C; Sample size: 10 kg""","Event Attributes","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts","http://rs.tdwg.org/dwc/terms/Event",,,,
"http://rs.tdwg.org/dwc/terms/EventAttributeType-2008-11-19","2008-11-19","2008-11-19","EventAttributeType","The nature of the measurement or characteristic of the sampling event. Recommended best practice is to use a controlled vocabulary.","Example: ""Temperature""","Event Attribute Type","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter","http://rs.tdwg.org/dwc/terms/EventAttribute",,,,
"http://rs.tdwg.org/dwc/terms/EventAttributeUnit-2008-11-19","2008-11-19","2008-11-19","EventAttributeUnit","The units for the value of the measurement or characteristic of the sampling event. Recommended best practice is to use International System of Units (SI) units.","Example: ""C""","Event Attribute Unit","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement","http://rs.tdwg.org/dwc/terms/EventAttribute",,,,
"http://rs.tdwg.org/dwc/terms/EventAttributeValue-2008-11-19","2008-11-19","2008-11-19","EventAttributeValue","The value of the measurement or characteristic of the sampling event.","Example: ""22""","Event Attribute","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue","http://rs.tdwg.org/dwc/terms/EventAttribute",,,,
"http://rs.tdwg.org/dwc/terms/eventDate-2009-04-24","2009-04-24","2009-07-01","eventDate","The date-time or interval during which an Event occurred. For occurrences, this is the date-time when the event was recorded. Not suitable for a time in a geological context. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.","Event Date","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/date","recommended","DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin","http://rs.tdwg.org/dwc/terms/Event",,"http://rs.tdwg.org/dwc/dwcore/EarliestDateCollected-2007-04-17","http://rs.tdwg.org/dwc/dwcore/LatestDateCollected-2007-04-17",
"http://rs.tdwg.org/dwc/terms/eventID-2009-04-24","2008-11-19","2009-04-24","eventID","An identifier for the set of information associated with an Event (something that occurs at a place and time). May be a global unique identifier or an identifier specific to the data set.",,"Event ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","recommended","DataSets/DataSet/Units/Unit/Gathering/Code","http://rs.tdwg.org/dwc/terms/Event",,"http://rs.tdwg.org/dwc/terms/SamplingEventID-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/EventMeasurement-2008-11-19","2008-11-19","2009-04-24","EventMeasurement","The category of information pertaining to measurements associated with an event.",,"Event Measurement","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/2000/01/rdf-schema#Class",,"superseded","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts","http://rs.tdwg.org/dwc/terms/Event",,,,
"http://rs.tdwg.org/dwc/terms/eventMeasurementAccuracy-2009-04-24","2009-01-18","2009-04-24","eventMeasurementAccuracy","The description of the error associated with the EventAttributeValue.","Example: ""0.01"", ""normal distribution with variation of 2 m""","Event Measurement Accuracy","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://rs.tdwg.org/dwc/terms/accuracy","deprecated","DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Aspect/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/Accuracy or DataSets/DataSet/Units/Unit/MeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Accuracy","http://rs.tdwg.org/dwc/terms/EventMeasurement",,"http://rs.tdwg.org/dwc/terms/EventAttributeAccuracy-2009-01-18",,
"http://rs.tdwg.org/dwc/terms/eventMeasurementDeterminedBy-2009-04-24","2009-01-23","2009-04-24","eventMeasurementDeterminedBy","The agent responsible for having determined the value of the measurement or characteristic of the event.","Example: ""Robert Hijmans""","Event Measurement Determined By","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://rs.tdwg.org/dwc/terms/accordingTo","deprecated","DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasuredBy or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasuredBy","http://rs.tdwg.org/dwc/terms/EventMeasurement",,"http://rs.tdwg.org/dwc/terms/EventAttributeDeterminedBy-2009-01-23",,
"http://rs.tdwg.org/dwc/terms/eventMeasurementDeterminedDate-2009-04-24","2009-01-23","2009-04-24","eventMeasurementDeterminedDate","The date on which the the measurement or characteristic of the event was made. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.","Event Measurement Determined Date","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/date","deprecated","DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/MeasurementDateTime or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/MeasurementDateTime","http://rs.tdwg.org/dwc/terms/EventMeasurement",,"http://rs.tdwg.org/dwc/terms/EventAttributeDeterminedDate-2009-01-23",,
"http://rs.tdwg.org/dwc/terms/eventMeasurementID-2009-04-24","2008-11-19","2009-04-24","eventMeasurementID","An identifier for the event attribute. May be a global unique identifier or an identifier specific to the data set.",,"Event Measurement ID","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","http://purl.org/dc/terms/identifier","deprecated","not in ABCD","http://rs.tdwg.org/dwc/terms/EventMeasurement",,"http://rs.tdwg.org/dwc/terms/EventAttributeID-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/eventMeasurementRemarks-2009-04-24","2008-11-19","2009-04-24","eventMeasurementRemarks","Comments or notes accompanying the measurement or characteristic of the event.","Example: ""temperature taken at 15:00""","Event Measurement Remarks","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","not in ABCD","http://rs.tdwg.org/dwc/terms/EventMeasurement",,,,
"http://rs.tdwg.org/dwc/terms/eventMeasurementType-2009-04-24","2008-11-19","2009-04-24","eventMeasurementType","The nature of the measurement or characteristic of the event. Recommended best practice is to use a controlled vocabulary.","Example: ""temperature""","Event Measurement Type","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/Parameter","http://rs.tdwg.org/dwc/terms/EventMeasurement",,"http://rs.tdwg.org/dwc/terms/EventAttributeType-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/eventMeasurementUnit-2009-04-24","2008-11-19","2009-04-24","eventMeasurementUnit","The units for the value of the measurement or characteristic of the event. Recommended best practice is to use International System of Units (SI) units.","Example: ""C""","Event Measurement Unit","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/MeasurementOrFact/MeasurementOrFactAtomised/UnitOfMeasurement","http://rs.tdwg.org/dwc/terms/EventMeasurement",,"http://rs.tdwg.org/dwc/terms/EventAttributeUnit-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/eventMeasurementValue-2009-04-24","2008-11-19","2009-04-24","eventMeasurementValue","The value of the measurement or characteristic of the event.","Example: ""22""","Event Measurement Value","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"deprecated","DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/SiteMeasurementsOrFacts/SiteMeasurementOrFact/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Altitude/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Depth/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Biotope/MeasurementsOrFacts/MeasurementOrFactAtomised/UpperValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/LowerValue or DataSets/DataSet/Units/Unit/Gathering/Height/MeasurementOrFactAtomised/UpperValue","http://rs.tdwg.org/dwc/terms/EventMeasurement",,"http://rs.tdwg.org/dwc/terms/EventAttributeValue-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/eventRemarks-2009-04-24","2009-01-18","2009-04-24","eventRemarks","Comments or notes about the Event.","Example: ""after the recent rains the river is nearly at flood stage""","Event Remarks","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/Notes","http://rs.tdwg.org/dwc/terms/Event",,,,
"http://rs.tdwg.org/dwc/terms/eventTime-2009-04-24","2009-04-24","2009-04-24","eventTime","The time or interval during which an Event occurred. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""14:07-0600"" is 2:07pm in the time zone six hours earlier than UTC, ""08:40:21Z"" is 8:40:21am UTC, ""13:00:00Z/15:30:00Z"" is the interval between 1pm UTC and 3:30pm UTC.","Event Time","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin and DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd","http://rs.tdwg.org/dwc/terms/Event",,"http://www.iobis.org/obis/EndTimeOfDay-2005-07-10","http://www.iobis.org/obis/StartTimeOfDay-2005-07-10",
"http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-13","2003-06-13","2003-06-13","Family","The family name of the organism",,"Family","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-17","2003-06-17","2003-06-17","Family","The phylogenetic family to which the cataloged item belongs.",,"Family","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-13",,
"http://rs.tdwg.org/dwc/dwcore/Family-2007-04-17","2007-04-17","2007-04-17","Family","The name of the family in which the organism is classified.",,"Family","http://rs.tdwg.org/dwc/dwcore/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/Family-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/family-2009-04-24","2008-11-19","2009-04-24","family","The name of the family in which the scientificName is classified.","Example: ""Ctenomyidae""","Family","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/dwcore/Family-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/family-2009-08-24","2008-11-19","2009-08-24","family","The full scientific name of the family in which the taxon is classified.","Examples: ""Felidae"", ""Monocleaceae""","Family","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = familia","http://rs.tdwg.org/dwc/terms/Taxon",,"http://rs.tdwg.org/dwc/terms/family-2009-04-24",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes-2003-06-17","2003-06-17","2003-06-17","FieldNotes","A reference to, or flag marking the existence of notes taken in the field for the cataloged item.",,"Field Notes","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/FieldNotes",,,,,
"http://rs.tdwg.org/dwc/curatorial/FieldNotes-2007-04-17","2007-04-17","2007-04-17","FieldNotes","One of a) a flag indicating the existence of, b) a reference to (such as a URL or literature citation), or c) the actual free text content of notes taken in the field about the specimen or observation.",,"Field Notes","http://rs.tdwg.org/dwc/curatorial/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/FieldNotes",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNotes-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/fieldNotes-2009-04-24","2008-11-19","2009-04-24","fieldNotes","One of a) an indicator of the existence of, b) a reference to (publication, URI), or c) the text of notes taken in the field about the Event.","Example: ""notes available in Grinnell-Miller Library""","Field Notes","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/FieldNotes","http://rs.tdwg.org/dwc/terms/Event",,"http://rs.tdwg.org/dwc/curatorial/FieldNotes-2007-04-17",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-13","2003-06-13","2003-06-13","FieldNumber","A ""number"" (really a string) created at collection time to identify all material that resulted from a collecting event.",,"Field Number","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/Code",,,,,
"http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-17","2003-06-17","2003-06-17","FieldNumber","An identifying string applied to a set of material that resulted from a single collecting event.",,"Field Number","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/Code",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-13",,
"http://rs.tdwg.org/dwc/curatorial/FieldNumber-2007-04-17","2007-04-17","2007-04-17","FieldNumber","An identifying string applied to a set of objects or observations resulting from a single collecting event.",,"Field Number","http://rs.tdwg.org/dwc/curatorial/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/Code",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/FieldNumber-2003-06-17",,
"http://rs.tdwg.org/dwc/terms/fieldNumber-2009-04-24","2008-11-19","2009-04-24","fieldNumber","An identifier given to the event in the field. Often serves as a link between field notes and the Event.","Example: ""RV Sol 87-03-08""","Field Number","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/Code","http://rs.tdwg.org/dwc/terms/Event",,"http://rs.tdwg.org/dwc/curatorial/FieldNumber-2007-04-17",,
"http://rs.tdwg.org/dwc/geospatial/FootprintSpatialFit-2007-04-17","2007-04-17","2007-04-17","FootprintSpatialFit","A measure of how well the geometry expressed in the footprint match the original spatial representation, as a ratio of the area of the footprint given to the area of the original spatial representation. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given georeference does not completely contain the original representation. The FootprintSpatialFit is undefined if the original representation is a point without uncertainty and the given georeference is not that same point (without uncertainty). If both the original and the given georeference are the same point, the FootprintSpatialFit is 1. Detailed explanations with graphical examples can be found in the Guide to Best Practices for Georeferencing (Chapman and Wieczorek, eds. 2006).",,"Footprint Spatial Fit","http://rs.tdwg.org/dwc/geospatial/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit (ABCD v2.06b)",,,,,
"http://rs.tdwg.org/dwc/terms/footprintSpatialFit-2009-04-24","2008-11-19","2014-10-23","footprintSpatialFit","The ratio of the area of the footprint (footprintWKT) to the area of the true (original, or most specific) spatial representation of the Location. Legal values are 0, greater than or equal to 1, or undefined. A value of 1 is an exact match or 100% overlap. A value of 0 should be used if the given footprint does not completely contain the original representation. The footprintSpatialFit is undefined (and should be left blank) if the original representation is a point and the given georeference is not that same point. If both the original and the given georeference are the same point, the footprintSpatialFit is 1.","Detailed explanations with graphical examples can be found in the ""Guide to Best Practices for Georeferencing"", Chapman and Wieczorek, eds. 2006.","Footprint Spatial Fit","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/FootprintSpatialFit (ABCD v2.06b)","http://purl.org/dc/terms/Location",,"http://rs.tdwg.org/dwc/geospatial/FootprintSpatialFit-2007-04-17",,
"http://rs.tdwg.org/dwc/terms/footprintSRS-2009-07-06","2009-07-06","2009-07-06","footprintSRS","A Well-Known Text (WKT) representation of the Spatial Reference System (SRS) for the footprintWKT of the Location. Do not use this term to describe the SRS of the decimalLatitude and decimalLongitude, even if it is the same as for the footprintWKT - use the geodeticDatum instead.","Example: The WKT for the standard WGS84 SRS (EPSG:4326) is ""GEOGCS[""GCS_WGS_1984"",DATUM[""D_WGS_1984"",SPHEROID[""WGS_1984"",6378137,298.257223563]],PRIMEM[""Greenwich"",0],UNIT[""Degree"",0.0174532925199433]]"" without the enclosing quotes.","Footprint SRS","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","not in ABCD","http://purl.org/dc/terms/Location",,,,
"http://rs.tdwg.org/dwc/geospatial/FootprintWKT-2007-04-17","2007-04-17","2007-04-17","FootprintWKT","A Well-Known Text (WKT; see http://en.wikipedia.org/wiki/Well-known_text) representation of the the shape (footprint, geometry) that defines the location of the occurrence. The same place may have both a point-radius representation (see DecimalLatitude) and a footprint representation, and they may differ from each other for the same occurrence. Example: the one-degree bounding box with opposite corners at (longitude=10, latitude=20) and (longitude=11, latitude=21) would be expressed in well-known text as POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))",,"Footprint WKT","http://rs.tdwg.org/dwc/geospatial/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b)",,,,,
"http://rs.tdwg.org/dwc/terms/footprintWKT-2009-04-24","2008-11-19","2009-04-24","footprintWKT","A Well-Known Text (WKT) representation of the shape (footprint, geometry) that defines the Location. A Location may have both a point-radius representation (see decimalLatitude) and a footprint representation, and they may differ from each other.","Example: the one-degree bounding box with opposite corners at (longitude=10, latitude=20) and (longitude=11, latitude=21) would be expressed in well-known text as POLYGON ((10 20, 11 20, 11 21, 10 21, 10 20))","Footprint WKT","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","DataSets/DataSet/Units/Unit/Gathering/FootprintWKT (ABCD v2.06b)","http://purl.org/dc/terms/Location",,"http://rs.tdwg.org/dwc/geospatial/FootprintWKT-2007-04-17",,
"http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation-2005-07-03","2005-07-03","2005-07-03","Formation","The full name of the lithostratigraphic formation from which the cataloged item was collected.",,"Formation","http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/",,,"superseded","not in ABCD","http://rs.tdwg.org/dwc/terms/paleo",,,,
"http://rs.tdwg.org/dwc/terms/formation-2009-04-24","2009-04-24","2009-07-06","formation","The full name of the lithostratigraphic formation from which the cataloged item was collected.","Examples: ""Notch Peak Fromation"", ""House Limestone"", ""Fillmore Formation""","Formation","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"recommended","not in ABCD","http://rs.tdwg.org/dwc/terms/GeologicalContext",,"http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Formation-2005-07-03",,
"http://rs.tdwg.org/dwc/dwctype/FossilSpecimen-2008-11-19","2008-11-19","2008-11-19","FossilSpecimen","A resource describing a fossilized specimen.",,"Fossil Specimen","http://rs.tdwg.org/dwc/dwctype/","http://www.w3.org/2000/01/rdf-schema#Class","http://rs.tdwg.org/dwc/dwctype/Occurrence","superseded","RecordBasisEnum/FossileSpecimen",,,,,
"http://rs.tdwg.org/dwc/dwctype/FossilSpecimen-2011-10-16","2008-11-19","2014-10-23","FossilSpecimen","A resource describing a fossilized specimen.",,"Fossil Specimen","http://rs.tdwg.org/dwc/dwctype/","http://www.w3.org/2000/01/rdf-schema#Class",,"deprecated","RecordBasisEnum/FossileSpecimen",,"http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15","http://rs.tdwg.org/dwc/dwctype/FossilSpecimen-2008-11-19",,
"http://rs.tdwg.org/dwc/terms/FossilSpecimen-2014-10-23","2014-10-23","2014-10-23","FossilSpecimen","A preserved specimen that is a fossil.",,"Fossil Specimen","http://rs.tdwg.org/dwc/terms/","http://www.w3.org/2000/01/rdf-schema#Class",,"recommended","RecordBasisEnum/FossileSpecimen",,"http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15","http://rs.tdwg.org/dwc/dwctype/FossilSpecimen-2011-10-16",,
"http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum-2003-06-17","2003-06-17","2003-06-17","GenBankNum","GenBank Accession number.",,"Gen Bank Num","http://digir.net/schema/conceptual/darwin/2003/1.0/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant",,,,,
"http://rs.tdwg.org/dwc/curatorial/GenBankNumber-2007-04-17","2007-04-17","2007-04-17","GenBankNumber","GenBank Accession number(s) associated with the biological individual(s) referred to by the cataloged object.",,"Gen Bank Number","http://rs.tdwg.org/dwc/curatorial/","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property",,"superseded","DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant",,,"http://digir.net/schema/conceptual/darwin/2003/1.0/GenBankNum-2003-06-17",,
