rdf_about,dcterms_issued,dcterms_modified,localName,rdfs_comment,dcterms_description,skos_prefLabel,rdfs_isDefinedBy,rdf_type,rdfs_subPropertyOf,dwcattributes_status,dwcattributes_abcdEquivalence,dwcattributes_organizedInClass,dwcattributes_decision,dcterms_replaces,dcterms_replaces1,dcterms_replaces2
http://rs.tdwg.org/dwc/terms/acceptedNameUsage-2009-09-21,2008-11-19,2009-09-21,acceptedNameUsage,"The full name, with authorship and date information if known, of the currently valid (zoological) or accepted (botanical) taxon.","Example: ""Tamias minimus"" valid name for ""Eutamias minimus""",Accepted Name Usage,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,http://rs.tdwg.org/dwc/terms/acceptedScientificName-2009-07-06,,
http://rs.tdwg.org/dwc/terms/acceptedNameUsageID-2009-09-21,2009-01-21,2009-09-21,acceptedNameUsageID,An identifier for the name usage (documented meaning of the name according to a source) of the currently valid (zoological) or accepted (botanical) taxon.,"Example: ""8fa58e08-08de-4ac1-b69c-1235340b7001""",Accepted Name Usage ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/identifier,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/Taxon,,http://rs.tdwg.org/dwc/terms/acceptedTaxonID-2009-08-24,,
http://rs.tdwg.org/dwc/terms/accordingTo-2009-01-21,2009-01-21,2009-01-21,accordingTo,Abstract term to attribute information to a source.,,According To,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,,,,,
http://rs.tdwg.org/dwc/terms/associatedMedia-2014-10-23,2008-11-19,2014-10-23,associatedMedia,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of media associated with the Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""http://arctos.database.museum/SpecimenImages/UAMObs/Mamm/2/P7291179.JPG"", ""http://204.140.246.24/Fish/Collection%20Pictures/10118-00.jpg | http://204.140.246.24/Fish/Collection%20Pictures/10118-00a.jpg"".",Associated Media,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/MultimediaObjects,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/associatedMedia-2009-04-24,,
http://rs.tdwg.org/dwc/terms/associatedOccurrences-2014-10-23,2008-11-19,2014-10-23,associatedOccurrences,A list (concatenated and separated) of identifiers of other Occurrence records and their associations to this Occurrence.,The recommended best practice is to separate the values with a vertical bar (' | ').,Associated Occurrences,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceInstitutionCode + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitSourceName + DataSets/DataSet/Units/Unit/Associations/UnitAssociation/AssociatedUnitID,http://rs.tdwg.org/dwc/terms/Organism,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/associatedOccurrences-2009-04-24,,
http://rs.tdwg.org/dwc/terms/associatedOrganisms-2014-10-23,2014-10-23,2014-10-23,associatedOrganisms,A list (concatenated and separated) of identifiers of other Organisms and their associations to this Organism.,"The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""sibling of MXA-232"", ""mother of MXA-231 | mother of MXA-232""",Associated Organisms,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/Organism,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_14,,,
http://rs.tdwg.org/dwc/terms/associatedReferences-2014-10-23,2008-11-19,2014-10-23,associatedReferences,"A list (concatenated and separated) of identifiers (publication, bibliographic reference, global unique identifier, URI) of literature associated with the Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""http://www.sciencemag.org/cgi/content/abstract/322/5899/261"", ""Christopher J. Conroy, Jennifer L. Neuwald. 2008. Phylogeographic study of the California vole, Microtus californicus Journal of Mammalogy, 89(3):755-767."", ""Steven R. Hoofer and Ronald A. Van Den Bussche. 2001. Phylogenetic Relationships of Plecotine Bats and Allies Based on Mitochondrial Ribosomal Sequences. Journal of Mammalogy 82(1):131-137. | Walker, Faith M., Jeffrey T. Foster, Kevin P. Drees, Carol L. Chambers. 2014. Spotted bat (Euderma maculatum) microsatellite discovery using illumina sequencing. Conservation Genetics Resources."".",Associated References,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/UnitReferences,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/associatedReferences-2009-04-24,,
http://rs.tdwg.org/dwc/terms/associatedSequences-2014-10-23,2008-11-19,2014-10-23,associatedSequences,"A list (concatenated and separated) of identifiers (publication, global unique identifier, URI) of genetic sequence information associated with the Occurrence.","The recommended best practice is to separate the values with a vertical bar (' | '). Examples: ""http://www.ncbi.nlm.nih.gov/nuccore/U34853.1"", ""http://www.ncbi.nlm.nih.gov/nuccore/GU328060 | http://www.ncbi.nlm.nih.gov/nuccore/AF326093"".",Associated Sequences,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Sequences/Sequence/ID-in-Database + constant,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/associatedSequences-2009-04-24,,
http://rs.tdwg.org/dwc/terms/associatedTaxa-2014-10-23,2008-11-19,2014-10-23,associatedTaxa,A list (concatenated and separated) of identifiers or names of taxa and their associations with the Occurrence.,"The recommended best practice is to separate the values with a vertical bar (' | '), and to separate the relationship from the taxon with a colon (':'). Examples: ""host: Quercus alba"", ""parasitoid of:Cyclocephala signaticollis | predator of Apis mellifera"".",Associated Taxa,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/Synecology/AssociatedTaxa,http://rs.tdwg.org/dwc/terms/Occurrence,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/associatedTaxa-2009-04-24,,
http://rs.tdwg.org/dwc/terms/basisOfRecord-2014-10-23,2008-11-19,2014-10-23,basisOfRecord,The specific nature of the data record.,"Recommended best practice is to use a controlled vocabulary such as the list of Darwin Core classes. Examples: ""PreservedSpecimen"", ""FossilSpecimen"", ""LivingSpecimen"", ""HumanObservation"", ""MachineObservation""",Basis of Record,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/RecordBasis,http://rs.tdwg.org/dwc/terms/all,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-26_15,http://rs.tdwg.org/dwc/terms/basisOfRecord-2009-12-07,,
http://rs.tdwg.org/dwc/terms/bed-2009-04-24,2009-04-24,2009-07-06,bed,The full name of the lithostratigraphic bed from which the cataloged item was collected.,,Bed,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/Bed-2005-07-03,,
http://rs.tdwg.org/dwc/terms/behavior-2009-04-24,2009-03-06,2009-04-24,behavior,A description of the behavior shown by the subject at the time the Occurrence was recorded. Recommended best practice is to use a controlled vocabulary.,"Examples: ""roosting"", ""foraging"", ""running""",Behavior,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/Occurrence,,,,
http://rs.tdwg.org/dwc/terms/catalogNumber-2009-04-24,2008-11-19,2009-04-24,catalogNumber,An identifier (preferably unique) for the record within the data set or collection.,"Examples: ""2008.1334"", ""145732a"", ""145732""",Catalog Number,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/UnitID,http://rs.tdwg.org/dwc/terms/Occurrence,,http://rs.tdwg.org/dwc/dwcore/CatalogNumber-2007-04-17,,
http://rs.tdwg.org/dwc/terms/class-2009-08-24,2008-11-19,2009-08-24,class,The full scientific name of the class in which the taxon is classified.,"Examples: ""Mammalia"", ""Hepaticopsida""",Class,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/TaxonIdentified/HigherTaxa/HigherTaxon/HigherTaxonName with HigherTaxa/HigherTaxon/HigherTaxonRank = classis,http://rs.tdwg.org/dwc/terms/Taxon,,http://rs.tdwg.org/dwc/terms/class-2009-04-24,,
http://rs.tdwg.org/dwc/terms/collectionCode-2009-09-11,2008-11-19,2013-10-04,collectionCode,"The name, acronym, coden, or initialism identifying the collection or data set from which the record was derived.","Examples: ""Mammals"", ""Hildebrandt"", ""eBird""",Collection Code,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/SourceID,http://rs.tdwg.org/dwc/terms/all,,http://rs.tdwg.org/dwc/terms/collectionCode-2009-08-24,,
http://rs.tdwg.org/dwc/terms/collectionID-2009-09-11,2008-11-19,2014-10-23,collectionID,An identifier for the collection or dataset from which the record was derived.,"For physical specimens, the recommended best practice is to use an identifier from a collections registry such as the Global Registry of Biodiversity Repositories (http://grbio.org/). Examples: ""http://biocol.org/urn:lsid:biocol.org:col:1001"", ""http://grbio.org/cool/p5fp-c036"".",Collection ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/SourceID,http://rs.tdwg.org/dwc/terms/all,,http://rs.tdwg.org/dwc/terms/collectionID-2009-04-24,,
http://rs.tdwg.org/dwc/terms/continent-2009-04-24,2008-11-19,2013-10-04,continent,The name of the continent in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"Examples: ""Africa"", ""Antarctica"", ""Asia"", ""Europe"", ""North America"", ""Oceania"", ""South America""",Continent,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= Continent,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/dwcore/Continent-2007-04-17,,
http://rs.tdwg.org/dwc/terms/coordinatePrecision-2009-04-24,2008-11-19,2009-04-24,coordinatePrecision,A decimal representation of the precision of the coordinates given in the decimalLatitude and decimalLongitude.,"Examples: ""0.00001"" (normal GPS limit for decimal degrees), ""0.000278"" (nearest second), ""0.01667"" (nearest minute), ""1.0"" (nearest degree)",Coordinate Precision,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/ISOAccuracy or DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLong/AccuracyStatement,http://purl.org/dc/terms/Location,,http://digir.net/schema/conceptual/darwin/2003/1.0/CoordinatePrecision-2003-06-13,,
http://rs.tdwg.org/dwc/terms/coordinateUncertaintyInMeters-2009-04-24,2008-11-19,2009-04-24,coordinateUncertaintyInMeters,"The horizontal distance (in meters) from the given decimalLatitude and decimalLongitude describing the smallest circle containing the whole of the Location. Leave the value empty if the uncertainty is unknown, cannot be estimated, or is not applicable (because there are no coordinates). Zero is not a valid value for this term.","Examples: ""30"" (reasonable lower limit of a GPS reading under good conditions if the actual precision was not recorded at the time), ""71"" (uncertainty for a UTM coordinate having 100 meter precision and a known spatial reference system).",Coordinate Uncertainty In Meters,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/CoordinateErrorDistanceInMeters,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/CoordinateUncertaintyInMeters-2007-04-17,,
http://rs.tdwg.org/dwc/terms/country-2009-04-24,2008-11-19,2009-04-24,country,The name of the country or major administrative unit in which the Location occurs. Recommended best practice is to use a controlled vocabulary such as the Getty Thesaurus of Geographic Names.,"Examples: ""Denmark"", ""Colombia"", ""España""",Country,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/Country/Name,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/dwcore/Country-2007-04-17,,
http://rs.tdwg.org/dwc/terms/countryCode-2009-04-24,2008-11-19,2009-04-24,countryCode,The standard code for the country in which the Location occurs. Recommended best practice is to use ISO 3166-1-alpha-2 country codes.,"Examples: ""AR"" for Argentina, ""SV"" for El Salvador",Country Code,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/Country/ISO3166Code,http://purl.org/dc/terms/Location,,,,
http://rs.tdwg.org/dwc/terms/county-2009-04-24,2008-11-19,2009-04-24,county,"The full, unabbreviated name of the next smaller administrative region than stateProvince (county, shire, department, etc.) in which the Location occurs.","Examples: ""Missoula"", ""Los Lagos"", ""Mataró""",County,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/NamedAreas/NamedArea/AreaName with NamedAreas/NamedArea/AreaClass= County,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/dwcore/County-2007-04-17,,
http://rs.tdwg.org/dwc/terms/dataGeneralizations-2009-04-24,2008-11-19,2009-04-24,dataGeneralizations,Actions taken to make the shared data less specific or complete than in its original form. Suggests that alternative data of higher quality may be available on request.,"Example: ""Coordinates generalized from original GPS coordinates to the nearest half degree grid cell""",Data Generalizations,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/all,,http://rs.tdwg.org/dwc/terms/Generalizations-2008-11-19,,
http://rs.tdwg.org/dwc/terms/datasetID-2009-09-11,2008-11-19,2009-09-11,datasetID,An identifier for the set of data. May be a global unique identifier or an identifier specific to a collection or institution.,,Dataset ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/identifier,recommended,DataSets/DataSet/DataSetGUID,http://rs.tdwg.org/dwc/terms/all,,http://rs.tdwg.org/dwc/terms/datasetID-2009-04-24,,
http://rs.tdwg.org/dwc/terms/datasetName-2009-09-11,2009-09-11,2009-09-11,datasetName,The name identifying the data set from which the record was derived.,"Examples: ""Grinnell Resurvey Mammals"", ""Lacey Ctenomys Recaptures""",Dataset Name,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/SourceID,http://rs.tdwg.org/dwc/terms/all,,,,
http://rs.tdwg.org/dwc/terms/dateIdentified-2009-08-24,2008-11-19,2009-08-24,dateIdentified,"The date on which the subject was identified as representing the Taxon. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",Date Identified,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/date,recommended,DataSets/DataSet/Units/Unit/Identifications/Identification/Date/DateText,http://rs.tdwg.org/dwc/terms/Identification,,http://rs.tdwg.org/dwc/terms/dateIdentified-2009-04-24,,
http://rs.tdwg.org/dwc/terms/day-2009-04-24,2008-11-19,2009-04-24,day,The integer day of the month on which the Event occurred.,"Examples: ""9"", ""28""",Day,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,http://rs.tdwg.org/dwc/terms/Event,,http://digir.net/schema/conceptual/darwin/2003/1.0/DayCollected-2003-06-17,,
http://rs.tdwg.org/dwc/terms/decimalLatitude-2009-04-24,2008-11-19,2009-07-06,decimalLatitude,"The geographic latitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are north of the Equator, negative values are south of it. Legal values lie between -90 and 90, inclusive.","Example: ""-41.0983423""",Decimal Latitude,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LatitudeDecimal,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/DecimalLatitude-2007-04-17,,
http://rs.tdwg.org/dwc/terms/decimalLongitude-2009-04-24,2008-11-19,2009-07-06,decimalLongitude,"The geographic longitude (in decimal degrees, using the spatial reference system given in geodeticDatum) of the geographic center of a Location. Positive values are east of the Greenwich Meridian, negative values are west of it. Legal values lie between -180 and 180, inclusive.","Example: ""-121.1761111""",Decimal Longitude,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/SiteCoordinateSets/SiteCoordinates/CoordinatesLatLon/LongitudeDecimal,http://purl.org/dc/terms/Location,,http://rs.tdwg.org/dwc/geospatial/DecimalLongitude-2007-04-17,,
http://rs.tdwg.org/dwc/terms/disposition-2009-04-24,2008-11-19,2009-04-24,disposition,The current state of a specimen with respect to the collection identified in collectionCode or collectionID. Recommended best practice is to use a controlled vocabulary.,"Examples: ""in collection"", ""missing"", ""voucher elsewhere"", ""duplicates elsewhere""",Disposition,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/SpecimenUnit/Disposition,http://rs.tdwg.org/dwc/terms/Occurrence,,http://rs.tdwg.org/dwc/curatorial/Disposition-2007-04-17,,
http://rs.tdwg.org/dwc/terms/dynamicProperties-2014-10-23,2008-11-19,2014-10-23,dynamicProperties,"A list of additional measurements, facts, characteristics, or assertions about the record. Meant to provide a mechanism for structured content.","The recommended best practice is to use a key:value encoding schema such as JSON. Examples: ""{""heightInMeters"":1.5}"", ""{""tragusLengthInMeters"":0.014, ""weightInGrams"":120}"", ""{""natureOfID"":""expert identification"", ""identificationEvidence"":""cytochrome B sequence""}"", ""{""relativeHumidity"":28, ""airTemperatureInCelcius"":22, ""sampleSizeInKilograms"":10}"", ""{""aspectHeading"":277, ""slopeInDegrees"":6}"", ""{""iucnStatus"":""vulnerable"", ""taxonDistribution"":""Neuquén, Argentina""}"".",Dynamic Properties,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/all,http://rs.tdwg.org/dwc/terms/history/decisions/#Decision-2014-10-30_16,http://rs.tdwg.org/dwc/terms/dynamicProperties-2009-04-24,,
http://rs.tdwg.org/dwc/terms/earliestAgeOrLowestStage-2009-04-24,2009-04-24,2009-07-06,earliestAgeOrLowestStage,The full name of the earliest possible geochronologic age or lowest chronostratigraphic stage attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Atlantic"", ""Boreal"", ""Skullrockian""",Earliest Age Or Lowest Stage,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestAgeOrLowestStage-2005-07-03,,
http://rs.tdwg.org/dwc/terms/earliestEonOrLowestEonothem-2009-04-24,2009-04-24,2009-07-06,earliestEonOrLowestEonothem,"The full name of the earliest possible geochronologic eon or lowest chrono-stratigraphic eonothem or the informal name (""Precambrian"") attributable to the stratigraphic horizon from which the cataloged item was collected.","Examples: ""Phanerozoic"", ""Proterozoic""",Earliest Eon Or Lowest Eonothem,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEonOrLowestEonothem-2005-07-03,,
http://rs.tdwg.org/dwc/terms/earliestEpochOrLowestSeries-2009-04-24,2009-04-24,2009-07-06,earliestEpochOrLowestSeries,The full name of the earliest possible geochronologic epoch or lowest chronostratigraphic series attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Holocene"", ""Pleistocene"", ""Ibexian Series""",Earliest Epoch Or Lowest Series,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEpochOrLowestSeries-2005-07-03,,
http://rs.tdwg.org/dwc/terms/earliestEraOrLowestErathem-2009-04-24,2009-04-24,2009-07-06,earliestEraOrLowestErathem,The full name of the earliest possible geochronologic era or lowest chronostratigraphic erathem attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Cenozoic"", ""Mesozoic""",Earliest Era Or Lowest Erathem,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestEraOrLowestErathem-2005-07-03,,
http://rs.tdwg.org/dwc/terms/earliestPeriodOrLowestSystem-2009-04-24,2009-04-24,2009-07-06,earliestPeriodOrLowestSystem,The full name of the earliest possible geochronologic period or lowest chronostratigraphic system attributable to the stratigraphic horizon from which the cataloged item was collected.,"Examples: ""Neogene"", ""Tertiary"", ""Quaternary""",Earliest Period Or Lowest System,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,not in ABCD,http://rs.tdwg.org/dwc/terms/GeologicalContext,,http://digir.net/schema/conceptual/darwin/extension/paleontology/1.0/EarliestPeriodOrLowestSystem-2005-07-03,,
http://rs.tdwg.org/dwc/terms/endDayOfYear-2009-04-24,2008-11-19,2009-04-24,endDayOfYear,"The latest ordinal day of the year on which the Event occurred (1 for January 1, 365 for December 31, except in a leap year, in which case it is 366).","Examples: ""1"" (=1 Jan), ""366"" (=31 Dec), ""365"" (=30 Dec in a leap year, 31 Dec in a non-leap year)",End Day Of Year,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/DateTime/DayNumberEnd,http://rs.tdwg.org/dwc/terms/Event,,http://rs.tdwg.org/dwc/dwcore/DayOfYear-2007-04-17,,
http://rs.tdwg.org/dwc/terms/establishmentMeans-2009-04-24,2008-11-19,2009-04-24,establishmentMeans,The process by which the biological individual(s) represented in the Occurrence became established at the location. Recommended best practice is to use a controlled vocabulary.,"Examples: ""native"", ""introduced"", ""naturalised"", ""invasive"", ""managed""",Establishment Means,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/EstablishmentMeans,http://rs.tdwg.org/dwc/terms/Occurrence,,,,
http://rs.tdwg.org/dwc/terms/eventDate-2009-04-24,2009-04-24,2009-07-01,eventDate,"The date-time or interval during which an Event occurred. For occurrences, this is the date-time when the event was recorded. Not suitable for a time in a geological context. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""1963-03-08T14:07-0600"" is 8 Mar 1963 2:07pm in the time zone six hours earlier than UTC, ""2009-02-20T08:40Z"" is 20 Feb 2009 8:40am UTC, ""1809-02-12"" is 12 Feb 1809, ""1906-06"" is Jun 1906, ""1971"" is just that year, ""2007-03-01T13:00:00Z/2008-05-11T15:30:00Z"" is the interval between 1 Mar 2007 1pm UTC and 11 May 2008 3:30pm UTC, ""2007-11-13/15"" is the interval between 13 Nov 2007 and 15 Nov 2007.",Event Date,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/date,recommended,DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin,http://rs.tdwg.org/dwc/terms/Event,,http://rs.tdwg.org/dwc/dwcore/EarliestDateCollected-2007-04-17,http://rs.tdwg.org/dwc/dwcore/LatestDateCollected-2007-04-17,
http://rs.tdwg.org/dwc/terms/eventID-2009-04-24,2008-11-19,2009-04-24,eventID,An identifier for the set of information associated with an Event (something that occurs at a place and time). May be a global unique identifier or an identifier specific to the data set.,,Event ID,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://purl.org/dc/terms/identifier,recommended,DataSets/DataSet/Units/Unit/Gathering/Code,http://rs.tdwg.org/dwc/terms/Event,,http://rs.tdwg.org/dwc/terms/SamplingEventID-2008-11-19,,
http://rs.tdwg.org/dwc/terms/eventRemarks-2009-04-24,2009-01-18,2009-04-24,eventRemarks,Comments or notes about the Event.,"Example: ""after the recent rains the river is nearly at flood stage""",Event Remarks,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,DataSets/DataSet/Units/Unit/Gathering/Notes,http://rs.tdwg.org/dwc/terms/Event,,,,
http://rs.tdwg.org/dwc/terms/eventTime-2009-04-24,2009-04-24,2009-04-24,eventTime,"The time or interval during which an Event occurred. Recommended best practice is to use an encoding scheme, such as ISO 8601:2004(E).","Examples: ""14:07-0600"" is 2:07pm in the time zone six hours earlier than UTC, ""08:40:21Z"" is 8:40:21am UTC, ""13:00:00Z/15:30:00Z"" is the interval between 1pm UTC and 3:30pm UTC.",Event Time,http://rs.tdwg.org/dwc/terms/,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,,recommended,accessible from DataSets/DataSet/Units/Unit/Gathering/ISODateTimeBegin and DataSets/DataSet/Units/Unit/Gathering/ISODateTimeEnd,http://rs.tdwg.org/dwc/terms/Event,,http://www.iobis.org/obis/EndTimeOfDay-2005-07-10,http://www.iobis.org/obis/StartTimeOfDay-2005-07-10,
