rdf_type,replacing_term,replacing_term_localName,replacing_term_namespace,replaced_term,replaced_term_namespace,replaced_term_localName
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/taxonNameID,taxonNameID,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/TaxonID,http://rs.tdwg.org/dwc/terms/,TaxonID
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/taxonRank,taxonRank,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/scientificNameRank,http://rs.tdwg.org/dwc/terms/,scientificNameRank
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/typeStatus,typeStatus,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/TypeStatus,http://rs.tdwg.org/dwc/curatorial/,TypeStatus
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimCoordinates,verbatimCoordinates,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/VerbatimCoordinates,http://rs.tdwg.org/dwc/geospatial/,VerbatimCoordinates
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimCoordinateSystem,verbatimCoordinateSystem,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/VerbatimCoordinateSystem,http://rs.tdwg.org/dwc/geospatial/,VerbatimCoordinateSystem
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimDepth,verbatimDepth,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/VerbatimDepth,http://rs.tdwg.org/dwc/curatorial/,VerbatimDepth
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimElevation,verbatimElevation,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/VerbatimElevation,http://rs.tdwg.org/dwc/curatorial/,VerbatimElevation
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimEventDate,verbatimEventDate,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/curatorial/VerbatimCollectingDate,http://rs.tdwg.org/dwc/curatorial/,VerbatimCollectingDate
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimLatitude,verbatimLatitude,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/VerbatimLatitude,http://rs.tdwg.org/dwc/geospatial/,VerbatimLatitude
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimLongitude,verbatimLongitude,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/geospatial/VerbatimLongitude,http://rs.tdwg.org/dwc/geospatial/,VerbatimLongitude
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/verbatimTaxonRank,verbatimTaxonRank,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/terms/verbatimScientificNameRank,http://rs.tdwg.org/dwc/terms/,verbatimScientificNameRank
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/waterBody,waterBody,http://rs.tdwg.org/dwc/terms/,http://rs.tdwg.org/dwc/dwcore/WaterBody,http://rs.tdwg.org/dwc/dwcore/,WaterBody
http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,http://rs.tdwg.org/dwc/terms/year,year,http://rs.tdwg.org/dwc/terms/,http://digir.net/schema/conceptual/darwin/2003/1.0/YearCollected,http://digir.net/schema/conceptual/darwin/2003/1.0/,YearCollected
